data,regione,zona,servizio_al_tavolo,asporto,consegna_a_domicilio,note,riferimento_normativo
2/19/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/20/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanza fine gennaio 2021
2/20/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/21/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
2/21/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/22/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
2/22/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/23/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
2/23/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/24/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
2/24/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/25/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
2/25/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/26/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
2/26/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/27/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
2/27/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
2/28/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
2/28/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
3/1/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
3/1/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
3/2/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
3/2/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
3/3/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
3/3/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
3/4/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
3/4/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
3/5/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
3/5/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
3/6/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
3/6/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
3/7/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
3/7/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
3/8/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
3/8/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
3/9/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
3/9/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
3/10/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
3/10/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
3/11/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
3/11/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
3/12/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
3/12/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
3/13/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
3/13/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
3/14/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 19/2/2021
3/14/2021,Lombardia,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Ordinanze febbraio 2021
3/15/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/15/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/16/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/16/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/17/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/17/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/18/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/18/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/19/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/19/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/20/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/20/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/21/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/21/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/22/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/22/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/23/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/23/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/24/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/24/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/25/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/25/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/26/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/26/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/27/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/27/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/28/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/28/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/29/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/29/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/30/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/30/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/31/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
3/31/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/1/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/1/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/2/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/2/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/3/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/3/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/4/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/4/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/5/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/5/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/6/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/6/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/7/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/7/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/8/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/8/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/9/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/9/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/10/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/10/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/11/2021,Emilia-Romagna,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/11/2021,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,DL 12/3/2021 + Ordinanza 2/4/2021
4/12/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/12/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/13/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/13/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/14/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/14/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/15/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/15/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/16/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/16/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/17/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/17/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/18/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/18/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/19/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/19/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/20/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/20/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/21/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/21/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/22/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/22/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/23/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/23/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/24/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/24/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/25/2021,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/25/2021,Lombardia,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 9/4/2021
4/26/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
4/26/2021,Lombardia,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
4/27/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
4/27/2021,Lombardia,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
4/28/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
4/28/2021,Lombardia,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
4/29/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
4/29/2021,Lombardia,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
4/30/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
4/30/2021,Lombardia,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/1/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/1/2021,Lombardia,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/2/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/2/2021,Lombardia,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/3/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/3/2021,Lombardia,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/4/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/4/2021,Lombardia,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/5/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/5/2021,Lombardia,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/6/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/6/2021,Lombardia,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/7/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/7/2021,Lombardia,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/8/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/8/2021,Lombardia,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/9/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/9/2021,Lombardia,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/10/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/10/2021,Lombardia,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/11/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/11/2021,Lombardia,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/12/2021,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
5/12/2021,Lombardia,zona gialla,consentito,consentito,consentito,Consentito servizio SOLO all’aperto (pranzo e cena fino al coprifuoco),DL 22/4/2021 (riaperture)
